model,tag,step,value,wall_time,source
Alpha,Train/reward,867328,146.3687744140625,1781877170.774028,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867387,132.23220825195312,1781877170.963935,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867442,142.3551483154297,1781877171.138717,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867489,141.0419158935547,1781877171.28828,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867540,138.4398193359375,1781877171.448649,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867586,145.1238250732422,1781877171.591899,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867635,138.05630493164062,1781877171.748333,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867691,137.47129821777344,1781877171.962006,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867743,142.5817413330078,1781877172.2011678,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867791,144.64846801757812,1781877172.4365811,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867840,155.04266357421875,1781877172.67547,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867898,127.35958099365234,1781877172.909174,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867946,133.7252655029297,1781877173.089888,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,867997,146.36007690429688,1781877173.259231,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868046,151.6079559326172,1781877173.415582,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868096,148.43649291992188,1781877173.572215,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868146,144.01988220214844,1781877173.727434,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868193,146.33787536621094,1781877173.8753521,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868233,640.7676391601562,1781948528.4607182,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,868237,145.96475219726562,1781877174.0126138,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868285,151.52073669433594,1781877174.162548,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868336,145.2952117919922,1781877174.341063,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868377,140.75205993652344,1781877174.484802,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868429,140.20782470703125,1781877174.661474,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868478,149.6238250732422,1781877174.8289201,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868532,147.2578887939453,1781877175.006434,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868578,150.63214111328125,1781877175.15473,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868625,144.462158203125,1781877175.304801,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868682,154.3529510498047,1781877175.481694,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868729,151.35609436035156,1781877175.630469,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868773,142.76979064941406,1781877175.7689579,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868818,146.04852294921875,1781877175.908324,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868869,137.1786651611328,1781877176.0709171,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868920,146.09909057617188,1781877176.229423,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,868971,146.23243713378906,1781877176.388462,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869026,146.03695678710938,1781877176.561056,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869082,140.79830932617188,1781877176.737272,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869132,150.5323486328125,1781877176.8936949,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869178,141.315673828125,1781877177.03673,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869226,147.94378662109375,1781877177.1857421,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869233,624.687255859375,1781948531.7800498,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,869275,132.43951416015625,1781877177.341701,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869329,149.37905883789062,1781877177.52956,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869374,151.0679168701172,1781877177.6692,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869424,152.818359375,1781877177.8257349,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869468,139.23687744140625,1781877177.963744,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869513,148.4059600830078,1781877178.10538,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869563,141.2423858642578,1781877178.2630951,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869609,141.51348876953125,1781877178.4076989,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869665,139.70469665527344,1781877178.581873,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869716,147.2110595703125,1781877178.7415261,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869768,135.2044677734375,1781877178.938463,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869812,138.7371063232422,1781877179.1030872,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869857,149.04705810546875,1781877179.257405,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869905,148.1199951171875,1781877179.412558,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,869948,143.9066162109375,1781877179.549222,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870001,127.50130462646484,1781877180.397142,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870046,149.93618774414062,1781877180.557855,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870093,145.4869842529297,1781877180.7537751,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870136,146.1380157470703,1781877180.906759,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870190,140.70884704589844,1781877181.097944,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870233,541.7688598632812,1781948536.0026948,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,870235,143.2453155517578,1781877181.243395,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870260,-42.17841339111328,1781948536.08892,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,870281,147.57933044433594,1781877181.389198,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870337,141.9849090576172,1781877181.5706391,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870387,142.35604858398438,1781877181.725632,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870436,141.7631072998047,1781877181.877352,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870487,142.30587768554688,1781877182.0367749,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870534,141.53504943847656,1781877182.180835,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870579,147.39756774902344,1781877182.319442,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870634,151.7374725341797,1781877182.48855,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870678,141.94143676757812,1781877182.6333492,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870732,148.75082397460938,1781877182.809957,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870776,143.02427673339844,1781877182.962634,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870828,136.68710327148438,1781877183.1316879,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870879,152.715576171875,1781877183.295818,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870929,148.70277404785156,1781877183.485973,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,870976,150.49830627441406,1781877183.6498392,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871025,152.44541931152344,1781877183.8222358,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871074,148.9596710205078,1781877183.98981,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871124,138.1454315185547,1781877184.1711402,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871177,143.47048950195312,1781877184.366753,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871222,135.5431671142578,1781877184.513549,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871260,621.5826416015625,1781948539.472144,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,871274,146.86643981933594,1781877184.678268,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871318,145.72584533691406,1781877184.82048,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871374,150.61753845214844,1781877185.004042,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871420,138.36744689941406,1781877185.1527529,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871467,146.38795471191406,1781877185.305143,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871521,151.9500732421875,1781877185.474298,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871574,133.27395629882812,1781877185.678159,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871625,152.4546661376953,1781877185.861902,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871674,144.05043029785156,1781877186.021014,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871718,143.7483367919922,1781877186.164591,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871768,140.0902862548828,1781877186.325286,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871815,137.0067596435547,1781877186.4764428,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871866,146.090576171875,1781877186.637961,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871922,135.8982391357422,1781877186.825241,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,871972,155.87142944335938,1781877187.0029619,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872017,147.45164489746094,1781877187.15928,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872068,142.41184997558594,1781877187.3253329,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872118,142.74124145507812,1781877187.484292,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872169,142.71026611328125,1781877187.650774,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872223,145.4366455078125,1781877187.825907,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872260,618.6737060546875,1781948542.7995908,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,872270,148.58876037597656,1781877187.9763,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872322,149.9141845703125,1781877188.1402,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872367,140.7093048095703,1781877188.281861,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872419,140.2491455078125,1781877188.44298,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872466,150.24835205078125,1781877188.6029708,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872514,147.8688201904297,1781877188.791473,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872563,147.05593872070312,1781877188.9818492,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872613,142.95005798339844,1781877189.150557,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872662,138.79637145996094,1781877189.330726,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872719,145.35289001464844,1781877189.568651,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872765,153.3205108642578,1781877189.740767,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872821,147.67713928222656,1781877189.931765,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872872,145.72679138183594,1781877190.1007302,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872921,140.6614227294922,1781877190.265306,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,872968,143.60594177246094,1781877190.416011,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873019,153.14222717285156,1781877190.606986,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873064,148.17735290527344,1781877190.763402,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873117,156.3346405029297,1781877190.984125,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873169,151.34613037109375,1781877191.167089,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873220,149.58859252929688,1781877191.360682,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873260,558.1826782226562,1781948546.1487691,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,873267,150.87307739257812,1781877191.539127,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873311,144.11598205566406,1781877191.689951,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873355,146.4243927001953,1781877191.8503811,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873409,138.89846801757812,1781877192.048647,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873461,150.7808380126953,1781877192.209203,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873509,146.65496826171875,1781877192.360348,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873559,137.7816925048828,1781877192.516835,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873605,152.0566864013672,1781877192.6603708,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873659,149.83438110351562,1781877192.827803,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873712,142.82278442382812,1781877192.990876,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873765,144.5835723876953,1781877193.158707,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873810,145.9030303955078,1781877193.297409,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873858,148.2816619873047,1781877193.4472861,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873905,144.4983367919922,1781877193.6075,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,873958,143.6930389404297,1781877193.810853,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874003,149.15298461914062,1781877193.9605172,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874049,150.09820556640625,1781877194.1128252,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874096,152.05584716796875,1781877194.262468,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874148,150.88119506835938,1781877194.4282181,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874199,149.97344970703125,1781877194.5916889,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874251,144.5934295654297,1781877194.758754,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874260,568.8267822265625,1781948549.531879,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781945677.AndrewdeMacBook-Air.local.88916.0
Alpha,Train/reward,874301,155.69764709472656,1781877194.951914,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874358,156.54664611816406,1781877195.150371,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874413,147.83145141601562,1781877195.328453,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874464,150.99343872070312,1781877195.494566,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874511,154.9107208251953,1781877195.683118,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874567,154.59024047851562,1781877195.866827,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874618,145.42630004882812,1781877196.031938,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874666,147.84442138671875,1781877196.185935,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874710,134.982421875,1781877196.32698,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874758,143.81365966796875,1781877196.520413,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874810,156.2928009033203,1781877196.719877,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874862,137.8878936767578,1781877196.898004,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874911,138.2683563232422,1781877197.0608552,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,874957,143.67359924316406,1781877197.278052,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
Alpha,Train/reward,875003,145.4642333984375,1781877198.172821,RL_Labcowork/output/02train_td3/tb/events.out.tfevents.1781860712.AndrewdeMacBook-Air.local.81762.0
